country,customer_id,total_sales,rank_no
United Kingdom,15600,1178.71,1331
United Kingdom,18025,1177.72,1332
United Kingdom,14978,1174.92,1333
United Kingdom,15379,1174.55,1334
United Kingdom,17679,1174.45,1335
United Kingdom,13880,1171.89,1336
United Kingdom,13797,1168.45,1337
United Kingdom,16727,1164.60,1338
United Kingdom,13382,1164.59,1339
United Kingdom,16450,1163.81,1340
United Kingdom,15111,1163.39,1341
United Kingdom,15426,1163.05,1342
United Kingdom,17050,1162.82,1343
United Kingdom,14623,1161.48,1344
United Kingdom,17978,1160.84,1345
United Kingdom,13459,1160.41,1346
United Kingdom,14189,1160.31,1347
United Kingdom,17324,1158.64,1348
United Kingdom,18036,1158.02,1349
United Kingdom,15879,1157.30,1350
United Kingdom,13506,1156.83,1351
United Kingdom,17342,1155.84,1352
United Kingdom,16770,1155.13,1353
United Kingdom,17127,1155.03,1354
United Kingdom,14692,1153.54,1355
United Kingdom,17025,1152.87,1356
United Kingdom,17306,1151.04,1357
United Kingdom,16167,1149.87,1358
United Kingdom,16521,1148.01,1359
United Kingdom,16817,1147.60,1360
United Kingdom,16634,1145.20,1361
United Kingdom,14776,1143.44,1362
United Kingdom,14400,1143.30,1363
United Kingdom,14264,1141.89,1364
United Kingdom,13259,1141.06,1365
United Kingdom,16934,1139.81,1366
United Kingdom,16282,1139.28,1367
United Kingdom,13523,1136.64,1368
United Kingdom,15561,1133.80,1369
United Kingdom,17289,1133.73,1370
United Kingdom,17137,1133.63,1371
United Kingdom,13434,1132.62,1372
United Kingdom,15347,1132.30,1373
United Kingdom,16235,1132.20,1374
United Kingdom,16848,1130.20,1375
United Kingdom,17941,1128.72,1376
United Kingdom,15586,1128.66,1377
United Kingdom,13984,1128.09,1378
United Kingdom,14671,1127.45,1379
United Kingdom,17048,1127.13,1380
United Kingdom,17622,1125.17,1381
United Kingdom,14917,1123.75,1382
United Kingdom,18066,1122.40,1383
United Kingdom,13800,1121.24,1384
United Kingdom,14212,1119.66,1385
United Kingdom,15253,1117.99,1386
United Kingdom,17974,1117.27,1387
United Kingdom,15529,1116.72,1388
United Kingdom,12972,1115.95,1389
United Kingdom,17496,1114.84,1390
United Kingdom,17908,1114.61,1391
United Kingdom,15696,1113.01,1392
United Kingdom,14621,1112.51,1393
United Kingdom,17642,1112.20,1394
United Kingdom,14489,1111.55,1395
United Kingdom,16369,1111.15,1396
United Kingdom,16654,1110.20,1397
United Kingdom,15559,1109.40,1398
United Kingdom,15828,1108.82,1399
United Kingdom,17341,1108.47,1400
United Kingdom,16350,1106.02,1401
United Kingdom,13393,1105.85,1402
United Kingdom,16391,1103.61,1403
United Kingdom,16223,1102.35,1404
United Kingdom,16702,1100.88,1405
United Kingdom,16711,1100.45,1406
United Kingdom,16725,1095.64,1407
United Kingdom,17366,1094.59,1408
United Kingdom,14370,1092.13,1409
United Kingdom,15154,1091.99,1410
United Kingdom,13414,1091.74,1411
United Kingdom,13055,1090.55,1412
United Kingdom,17726,1089.56,1413
United Kingdom,14343,1088.91,1414
United Kingdom,14708,1085.91,1415
United Kingdom,14021,1084.68,1416
United Kingdom,17227,1082.71,1417
United Kingdom,16043,1082.60,1418
United Kingdom,17288,1080.25,1419
United Kingdom,17477,1079.00,1420
United Kingdom,13567,1078.59,1421
United Kingdom,16231,1078.22,1422
United Kingdom,16239,1078.00,1423
United Kingdom,17002,1077.82,1424
United Kingdom,14332,1077.20,1425
United Kingdom,15339,1076.52,1426
United Kingdom,18118,1074.30,1427
United Kingdom,15652,1074.10,1428
United Kingdom,12970,1072.73,1429
United Kingdom,13760,1071.85,1430
United Kingdom,13884,1071.08,1431
United Kingdom,16040,1070.15,1432
United Kingdom,16205,1069.23,1433
United Kingdom,13579,1068.80,1434
United Kingdom,17343,1066.30,1435
United Kingdom,14524,1066.03,1436
United Kingdom,17126,1065.69,1437
United Kingdom,16057,1061.85,1438
United Kingdom,15484,1061.69,1439
United Kingdom,15506,1060.77,1440
United Kingdom,17421,1059.41,1441
United Kingdom,14984,1058.14,1442
United Kingdom,14306,1058.08,1443
United Kingdom,16244,1056.63,1444
United Kingdom,15003,1055.70,1445
United Kingdom,15774,1053.40,1446
United Kingdom,16825,1051.71,1447
United Kingdom,16777,1050.66,1448
United Kingdom,13065,1050.10,1449
United Kingdom,13775,1049.66,1450
United Kingdom,16756,1048.02,1451
United Kingdom,17539,1047.07,1452
United Kingdom,17474,1047.00,1453
United Kingdom,14734,1045.47,1454
United Kingdom,16527,1044.38,1455
United Kingdom,13803,1042.04,1456
United Kingdom,16991,1041.21,1457
United Kingdom,17560,1040.85,1458
United Kingdom,17321,1040.32,1459
United Kingdom,13613,1039.85,1460
United Kingdom,17984,1038.59,1461
United Kingdom,14541,1038.03,1462
United Kingdom,16787,1035.43,1463
United Kingdom,17438,1034.32,1464
United Kingdom,15149,1033.81,1465
United Kingdom,16083,1033.80,1466
United Kingdom,17878,1032.88,1467
United Kingdom,13299,1030.80,1468
United Kingdom,18106,1030.76,1469
United Kingdom,14080,1030.13,1470
United Kingdom,13610,1028.70,1471
United Kingdom,15887,1027.15,1472
United Kingdom,12908,1026.00,1473
United Kingdom,17310,1025.10,1474
United Kingdom,17567,1024.55,1475
United Kingdom,12933,1021.00,1476
United Kingdom,16568,1020.90,1477
United Kingdom,18074,1019.44,1478
United Kingdom,16531,1018.99,1479
United Kingdom,14229,1018.39,1480
United Kingdom,14480,1016.22,1481
United Kingdom,14631,1016.19,1482
United Kingdom,13333,1015.74,1483
United Kingdom,17454,1015.11,1484
United Kingdom,17090,1014.09,1485
United Kingdom,12875,1013.76,1486
United Kingdom,18277,1013.75,1487
United Kingdom,13375,1013.58,1488
United Kingdom,17655,1013.54,1489
United Kingdom,17236,1013.13,1490
United Kingdom,18149,1012.63,1491
United Kingdom,17004,1012.22,1492
United Kingdom,12905,1011.82,1493
United Kingdom,16016,1011.73,1494
United Kingdom,17540,1011.70,1495
United Kingdom,16435,1011.57,1496
United Kingdom,14847,1011.20,1497
United Kingdom,13039,1010.73,1498
United Kingdom,13723,1009.35,1499
United Kingdom,12862,1008.32,1500
United Kingdom,15771,1006.54,1501
United Kingdom,16042,1005.63,1502
United Kingdom,15373,1005.48,1503
United Kingdom,13462,1002.35,1504
United Kingdom,13821,1001.39,1505
United Kingdom,16586,998.83,1506
United Kingdom,13890,997.87,1507
United Kingdom,13240,997.52,1508
United Kingdom,13857,997.11,1509
United Kingdom,14829,995.29,1510
United Kingdom,15708,994.26,1511
United Kingdom,15101,993.46,1512
United Kingdom,14510,991.98,1513
United Kingdom,15186,991.79,1514
United Kingdom,13559,990.00,1515
United Kingdom,16130,987.48,1516
United Kingdom,14585,986.22,1517
United Kingdom,14643,986.08,1518
United Kingdom,16254,985.14,1519
United Kingdom,15176,985.09,1520
United Kingdom,18022,983.68,1521
United Kingdom,14479,982.86,1522
United Kingdom,14538,982.59,1523
United Kingdom,14230,979.80,1524
United Kingdom,17369,979.20,1525
United Kingdom,17515,978.44,1526
United Kingdom,16979,978.04,1527
United Kingdom,14114,977.56,1528
United Kingdom,16340,976.99,1529
United Kingdom,13939,976.91,1530
United Kingdom,17290,976.20,1531
United Kingdom,18071,975.63,1532
United Kingdom,17456,975.56,1533
United Kingdom,16214,975.50,1534
United Kingdom,14715,973.07,1535
United Kingdom,14454,970.70,1536
United Kingdom,17268,970.25,1537
United Kingdom,14573,968.00,1538
United Kingdom,14693,966.96,1539
United Kingdom,13204,966.66,1540
United Kingdom,15084,965.20,1541
United Kingdom,16699,964.90,1542
United Kingdom,13591,964.06,1543
United Kingdom,17871,963.09,1544
United Kingdom,16471,962.23,1545
United Kingdom,13587,961.10,1546
United Kingdom,17544,960.69,1547
United Kingdom,17585,960.23,1548
United Kingdom,14544,957.98,1549
United Kingdom,14553,956.77,1550
United Kingdom,14430,956.40,1551
United Kingdom,18085,955.80,1552
United Kingdom,17695,955.20,1553
United Kingdom,15882,953.55,1554
United Kingdom,13417,953.06,1555
United Kingdom,16889,952.23,1556
United Kingdom,14443,950.70,1557
United Kingdom,15468,949.02,1558
United Kingdom,15177,948.93,1559
United Kingdom,14512,948.19,1560
United Kingdom,17862,948.19,1560
United Kingdom,16027,947.72,1561
United Kingdom,17345,946.64,1562
United Kingdom,15906,946.10,1563
United Kingdom,13497,945.28,1564
United Kingdom,16807,943.29,1565
United Kingdom,16199,942.75,1566
United Kingdom,18193,942.74,1567
United Kingdom,13526,942.60,1568
United Kingdom,15268,941.25,1569
United Kingdom,17363,940.86,1570
United Kingdom,17950,940.53,1571
United Kingdom,18252,938.92,1572
United Kingdom,13778,937.84,1573
United Kingdom,14605,937.16,1574
United Kingdom,15192,937.07,1575
United Kingdom,17020,935.62,1576
United Kingdom,14813,935.44,1577
United Kingdom,14723,934.76,1578
United Kingdom,14615,934.26,1579
United Kingdom,15117,934.19,1580
United Kingdom,15792,933.84,1581
United Kingdom,15826,933.77,1582
United Kingdom,16774,932.93,1583
United Kingdom,13465,931.12,1584
United Kingdom,16372,930.68,1585
United Kingdom,13539,925.42,1586
United Kingdom,14966,924.52,1587
United Kingdom,17143,924.11,1588
United Kingdom,15734,923.85,1589
United Kingdom,13641,921.82,1590
United Kingdom,16915,921.50,1591
United Kingdom,14379,920.81,1592
United Kingdom,16359,919.03,1593
United Kingdom,15579,918.65,1594
United Kingdom,13863,918.07,1595
United Kingdom,14061,917.43,1596
United Kingdom,13124,916.12,1597
United Kingdom,14839,915.28,1598
United Kingdom,14665,913.95,1599
United Kingdom,13402,913.90,1600
United Kingdom,18236,913.11,1601
United Kingdom,14276,909.93,1602
United Kingdom,14754,908.23,1603
United Kingdom,16115,907.17,1604
United Kingdom,14969,906.23,1605
United Kingdom,15661,906.15,1606
United Kingdom,12909,905.94,1607
United Kingdom,15430,903.75,1608
United Kingdom,15807,903.67,1609
United Kingdom,16975,902.42,1610
United Kingdom,16138,902.40,1611
United Kingdom,14414,902.35,1612
United Kingdom,16895,902.28,1613
United Kingdom,14204,901.93,1614
United Kingdom,13300,901.92,1615
United Kingdom,17322,900.64,1616
United Kingdom,14427,900.18,1617
United Kingdom,16987,898.95,1618
United Kingdom,15710,898.87,1619
United Kingdom,17531,897.77,1620
United Kingdom,13249,897.52,1621
United Kingdom,12998,897.38,1622
United Kingdom,14619,896.80,1623
United Kingdom,16266,896.06,1624
United Kingdom,18241,896.00,1625
United Kingdom,15542,895.90,1626
United Kingdom,13996,895.76,1627
United Kingdom,18096,894.13,1628
United Kingdom,15822,892.44,1629
United Kingdom,13288,892.16,1630
United Kingdom,16358,892.15,1631
United Kingdom,17990,891.73,1632
United Kingdom,13872,891.32,1633
United Kingdom,15824,890.94,1634
United Kingdom,16292,890.56,1635
United Kingdom,15140,889.44,1636
United Kingdom,14065,889.37,1637
United Kingdom,14853,888.32,1638
United Kingdom,14994,886.33,1639
United Kingdom,16228,886.16,1640
United Kingdom,13278,885.47,1641
United Kingdom,17101,885.32,1642
United Kingdom,17201,883.81,1643
United Kingdom,14220,882.60,1644
United Kingdom,16159,882.09,1645
United Kingdom,13761,881.52,1646
United Kingdom,17043,881.37,1647
United Kingdom,14700,880.96,1648
United Kingdom,15215,880.47,1649
United Kingdom,17578,878.99,1650
United Kingdom,14686,877.88,1651
United Kingdom,14612,877.70,1652
United Kingdom,16256,876.94,1653
United Kingdom,17966,875.99,1654
United Kingdom,18177,875.45,1655
United Kingdom,14375,875.31,1656
United Kingdom,18141,873.97,1657
United Kingdom,13782,873.77,1658
United Kingdom,14437,873.34,1659
United Kingdom,16623,873.04,1660
United Kingdom,13395,872.51,1661
United Kingdom,15886,871.78,1662
United Kingdom,17244,871.14,1663
United Kingdom,16906,869.03,1664
United Kingdom,16511,868.76,1665
United Kingdom,16794,868.20,1666
United Kingdom,12997,867.17,1667
United Kingdom,13900,867.14,1668
United Kingdom,17167,867.11,1669
United Kingdom,13787,864.66,1670
United Kingdom,16287,864.48,1671
United Kingdom,14198,864.08,1672
United Kingdom,17368,863.72,1673
United Kingdom,13891,863.56,1674
United Kingdom,14901,862.06,1675
United Kingdom,14320,861.01,1676
United Kingdom,13295,860.07,1677
United Kingdom,16830,857.79,1678
United Kingdom,17161,856.01,1679
United Kingdom,15992,854.61,1680
United Kingdom,17006,854.54,1681
United Kingdom,13945,854.15,1682
United Kingdom,15664,853.72,1683
United Kingdom,16574,850.34,1684
United Kingdom,16677,849.77,1685
United Kingdom,13897,849.56,1686
United Kingdom,15784,848.33,1687
United Kingdom,14224,847.78,1688
United Kingdom,14202,847.76,1689
United Kingdom,15471,847.08,1690
United Kingdom,13970,846.55,1691
United Kingdom,15210,845.01,1692
United Kingdom,14922,843.74,1693
United Kingdom,17638,842.40,1694
United Kingdom,16661,842.18,1695
United Kingdom,14355,840.05,1696
United Kingdom,17332,838.27,1697
United Kingdom,16317,838.11,1698
United Kingdom,16798,837.56,1699
United Kingdom,16264,837.53,1700
United Kingdom,14206,836.95,1701
United Kingdom,17382,836.88,1702
United Kingdom,16099,836.35,1703
United Kingdom,13795,836.30,1704
United Kingdom,13386,835.46,1705
United Kingdom,14556,835.34,1706
United Kingdom,15190,834.44,1707
United Kingdom,13976,834.38,1708
United Kingdom,12903,833.53,1709
United Kingdom,13566,833.41,1710
United Kingdom,16140,832.42,1711
United Kingdom,17671,830.63,1712
United Kingdom,14372,830.18,1713
United Kingdom,17003,830.16,1714
United Kingdom,17429,830.04,1715
United Kingdom,17659,829.38,1716
United Kingdom,15617,828.55,1717
United Kingdom,16246,827.25,1718
United Kingdom,15133,824.48,1719
United Kingdom,14260,824.28,1720
United Kingdom,16387,824.19,1721
United Kingdom,13476,823.00,1722
United Kingdom,14389,821.35,1723
United Kingdom,13304,820.37,1724
United Kingdom,15850,819.87,1725
United Kingdom,17952,819.61,1726
United Kingdom,17683,819.01,1727
United Kingdom,13595,818.22,1728
United Kingdom,17790,818.06,1729
United Kingdom,15074,817.46,1730
United Kingdom,15021,817.31,1731
United Kingdom,16430,817.09,1732
United Kingdom,15180,816.93,1733
United Kingdom,15269,816.56,1734
United Kingdom,13294,815.79,1735
United Kingdom,16048,812.84,1736
United Kingdom,16809,812.74,1737
United Kingdom,15912,810.08,1738
United Kingdom,16958,809.44,1739
United Kingdom,13223,805.92,1740
United Kingdom,17866,805.30,1741
United Kingdom,13145,805.00,1742
United Kingdom,17764,804.82,1743
United Kingdom,17135,803.51,1744
United Kingdom,18062,802.85,1745
United Kingdom,14872,802.68,1746
United Kingdom,17545,802.58,1747
United Kingdom,18181,801.41,1748
United Kingdom,17023,800.18,1749
United Kingdom,13041,799.13,1750
United Kingdom,12842,799.00,1751
United Kingdom,16175,798.85,1752
United Kingdom,17281,797.85,1753
United Kingdom,15105,795.98,1754
United Kingdom,17801,795.78,1755
United Kingdom,17179,795.47,1756
United Kingdom,14055,795.32,1757
United Kingdom,17239,794.20,1758
United Kingdom,17888,793.12,1759
United Kingdom,13175,793.10,1760
United Kingdom,16491,792.81,1761
United Kingdom,14075,792.61,1762
United Kingdom,13140,791.96,1763
United Kingdom,16472,789.60,1764
United Kingdom,16784,788.93,1765
United Kingdom,16049,787.89,1766
United Kingdom,16972,786.25,1767
United Kingdom,16386,785.39,1768
United Kingdom,13770,785.37,1769
United Kingdom,14522,784.08,1770
United Kingdom,16155,781.05,1771
United Kingdom,16493,780.46,1772
United Kingdom,13155,778.42,1773
United Kingdom,17482,778.19,1774
United Kingdom,13612,777.79,1775
United Kingdom,13965,777.66,1776
United Kingdom,15794,777.00,1777
United Kingdom,12993,776.50,1778
United Kingdom,18196,775.18,1779
United Kingdom,17746,774.63,1780
United Kingdom,15574,774.45,1781
United Kingdom,16384,774.45,1781
United Kingdom,14687,773.68,1782
United Kingdom,14838,773.67,1783
United Kingdom,15254,773.04,1784
United Kingdom,15994,771.77,1785
United Kingdom,15197,771.40,1786
United Kingdom,18136,769.88,1787
United Kingdom,16676,769.78,1788
United Kingdom,17356,768.25,1789
United Kingdom,16955,767.49,1790
United Kingdom,14820,767.47,1791
United Kingdom,14226,766.14,1792
United Kingdom,12847,765.36,1793
United Kingdom,14609,764.64,1794
United Kingdom,13208,764.60,1795
United Kingdom,15908,764.57,1796
United Kingdom,17860,762.74,1797
United Kingdom,16769,761.36,1798
United Kingdom,17854,760.19,1799
United Kingdom,14565,760.10,1800
United Kingdom,13989,759.98,1801
United Kingdom,13023,759.13,1802
United Kingdom,14947,758.97,1803
United Kingdom,13768,758.07,1804
United Kingdom,14326,757.13,1805
United Kingdom,14618,757.08,1806
United Kingdom,14894,756.46,1807
United Kingdom,17530,755.56,1808
United Kingdom,15331,755.41,1809
United Kingdom,18179,754.38,1810
United Kingdom,17141,754.33,1811
United Kingdom,13026,753.97,1812
United Kingdom,12987,753.51,1813
United Kingdom,16861,750.72,1814
United Kingdom,16071,750.56,1815
United Kingdom,16638,749.81,1816
United Kingdom,14484,749.06,1817
United Kingdom,13614,748.73,1818
United Kingdom,13108,748.46,1819
United Kingdom,17492,747.85,1820
United Kingdom,15137,747.55,1821
United Kingdom,14228,745.50,1822
United Kingdom,15723,744.55,1823
United Kingdom,16172,744.34,1824
United Kingdom,13713,743.26,1825
United Kingdom,15420,743.00,1826
United Kingdom,14302,742.90,1827
United Kingdom,16451,742.43,1828
United Kingdom,18275,741.85,1829
United Kingdom,17734,741.69,1830
United Kingdom,17349,741.50,1831
United Kingdom,16344,741.32,1832
United Kingdom,13589,741.09,1833
United Kingdom,17525,739.20,1834
United Kingdom,16183,739.10,1835
United Kingdom,15070,737.05,1836
United Kingdom,14871,736.59,1837
United Kingdom,17787,736.28,1838
United Kingdom,18116,736.27,1839
United Kingdom,14714,736.21,1840
United Kingdom,16092,736.13,1841
United Kingdom,15605,735.17,1842
United Kingdom,13286,734.91,1843
United Kingdom,13727,733.82,1844
United Kingdom,16354,733.71,1845
United Kingdom,17756,733.70,1846
United Kingdom,17633,732.55,1847
United Kingdom,17005,732.41,1848
United Kingdom,17825,731.96,1849
United Kingdom,13363,731.36,1850
United Kingdom,16496,731.25,1851
United Kingdom,14199,731.10,1852
United Kingdom,14885,730.80,1853
United Kingdom,15971,730.58,1854
United Kingdom,17834,730.47,1855
United Kingdom,14474,730.42,1856
United Kingdom,14248,730.37,1857
United Kingdom,17987,729.55,1858
United Kingdom,14583,728.48,1859
United Kingdom,13049,727.46,1860
United Kingdom,16075,726.98,1861
United Kingdom,16465,726.34,1862
United Kingdom,16907,726.25,1863
United Kingdom,17624,725.15,1864
United Kingdom,12745,723.85,1865
United Kingdom,13264,722.56,1866
United Kingdom,15266,722.40,1867
United Kingdom,14167,721.65,1868
United Kingdom,18247,721.43,1869
United Kingdom,13370,721.32,1870
United Kingdom,16593,721.21,1871
United Kingdom,12915,721.20,1872
United Kingdom,15695,721.06,1873
United Kingdom,13921,720.75,1874
United Kingdom,15636,719.82,1875
United Kingdom,13617,719.62,1876
United Kingdom,15157,718.04,1877
United Kingdom,13541,717.90,1878
United Kingdom,13537,717.85,1879
United Kingdom,16693,717.45,1880
United Kingdom,14953,715.55,1881
United Kingdom,15309,715.53,1882
United Kingdom,16269,714.59,1883
United Kingdom,13604,713.39,1884
United Kingdom,14026,713.11,1885
United Kingdom,16468,712.62,1886
United Kingdom,16723,712.48,1887
United Kingdom,14315,711.74,1888
United Kingdom,15322,711.18,1889
United Kingdom,15777,710.55,1890
United Kingdom,16262,709.43,1891
United Kingdom,13937,708.53,1892
United Kingdom,14398,707.79,1893
United Kingdom,14942,706.56,1894
United Kingdom,16726,706.39,1895
United Kingdom,14584,705.65,1896
United Kingdom,13296,705.11,1897
United Kingdom,17142,704.75,1898
United Kingdom,14284,704.40,1899
United Kingdom,15970,703.22,1900
United Kingdom,13439,702.90,1901
United Kingdom,14324,701.61,1902
United Kingdom,17886,698.82,1903
United Kingdom,15356,698.45,1904
United Kingdom,17362,698.31,1905
United Kingdom,15995,696.19,1906
United Kingdom,16704,695.66,1907
United Kingdom,16411,695.54,1908
United Kingdom,13856,695.48,1909
United Kingdom,17158,695.33,1910
United Kingdom,16407,694.72,1911
United Kingdom,17547,692.35,1912
United Kingdom,15608,692.30,1913
United Kingdom,14890,691.60,1914
United Kingdom,15235,690.30,1915
United Kingdom,15814,689.11,1916
United Kingdom,14350,689.10,1917
United Kingdom,14696,687.70,1918
United Kingdom,17237,687.39,1919
United Kingdom,14809,686.76,1920
United Kingdom,17284,686.54,1921
United Kingdom,14902,686.16,1922
United Kingdom,13987,682.54,1923
United Kingdom,18187,682.19,1924
United Kingdom,13415,681.92,1925
United Kingdom,13134,681.65,1926
United Kingdom,18271,680.85,1927
United Kingdom,17649,680.70,1928
United Kingdom,15973,680.62,1929
United Kingdom,13029,679.80,1930
United Kingdom,14563,679.44,1931
United Kingdom,17782,679.02,1932
United Kingdom,15363,678.11,1933
United Kingdom,13243,677.97,1934
United Kingdom,13729,676.43,1935
United Kingdom,16646,675.05,1936
United Kingdom,13585,674.46,1937
United Kingdom,17081,674.23,1938
United Kingdom,17499,673.96,1939
United Kingdom,13656,673.70,1940
United Kingdom,16614,673.60,1941
United Kingdom,14551,672.36,1942
United Kingdom,14139,670.98,1943
United Kingdom,17080,669.91,1944
United Kingdom,17062,669.85,1945
United Kingdom,13320,669.25,1946
United Kingdom,15428,668.97,1947
United Kingdom,14321,667.83,1948
United Kingdom,14151,666.70,1949
United Kingdom,13435,665.34,1950
United Kingdom,16132,664.20,1951
United Kingdom,17796,664.09,1952
United Kingdom,13583,664.00,1953
United Kingdom,13514,663.70,1954
United Kingdom,16679,663.31,1955
United Kingdom,13864,662.40,1956
United Kingdom,16862,662.33,1957
United Kingdom,15223,662.20,1958
United Kingdom,16428,660.28,1959
United Kingdom,14182,660.07,1960
United Kingdom,15393,659.48,1961
United Kingdom,17490,658.18,1962
United Kingdom,15715,658.02,1963
United Kingdom,13433,656.87,1964
United Kingdom,16903,656.74,1965
United Kingdom,17463,656.55,1966
United Kingdom,14412,656.16,1967
United Kingdom,14142,655.94,1968
United Kingdom,13285,655.47,1969
United Kingdom,17609,655.07,1970
United Kingdom,13466,654.30,1971
United Kingdom,15207,653.77,1972
United Kingdom,14477,652.80,1973
United Kingdom,15549,652.70,1974
United Kingdom,13922,652.45,1975
United Kingdom,17963,651.51,1976
United Kingdom,13622,651.45,1977
United Kingdom,13840,651.40,1978
United Kingdom,14423,649.76,1979
United Kingdom,13873,649.32,1980
United Kingdom,15677,648.40,1981
United Kingdom,14413,647.67,1982
United Kingdom,15945,646.27,1983
United Kingdom,17513,645.60,1984
United Kingdom,14450,645.19,1985
United Kingdom,14662,645.16,1986
United Kingdom,17323,644.52,1987
United Kingdom,16884,644.08,1988
United Kingdom,17380,643.75,1989
United Kingdom,17221,643.39,1990
United Kingdom,14078,643.26,1991
United Kingdom,13781,643.04,1992
United Kingdom,13237,643.00,1993
United Kingdom,16441,642.28,1994
United Kingdom,18283,641.77,1995
United Kingdom,17629,641.40,1996
United Kingdom,17155,640.76,1997
United Kingdom,16227,640.50,1998
United Kingdom,13820,640.40,1999
United Kingdom,12880,640.13,2000
United Kingdom,12868,640.00,2001
United Kingdom,15114,639.56,2002
United Kingdom,18163,639.34,2003
United Kingdom,15713,639.24,2004
United Kingdom,16692,638.70,2005
United Kingdom,17926,638.20,2006
United Kingdom,16680,637.75,2007
United Kingdom,15183,637.03,2008
United Kingdom,16805,636.65,2009
United Kingdom,17604,636.57,2010
United Kingdom,17282,636.25,2011
United Kingdom,15025,636.08,2012
United Kingdom,16534,635.90,2013
United Kingdom,14425,635.89,2014
United Kingdom,15289,635.61,2015
United Kingdom,14365,634.68,2016
United Kingdom,13892,634.68,2016
United Kingdom,16037,634.42,2017
United Kingdom,14247,632.94,2018
United Kingdom,15666,632.94,2018
United Kingdom,13540,632.39,2019
United Kingdom,16377,632.28,2020
United Kingdom,17123,631.87,2021
United Kingdom,13444,631.68,2022
United Kingdom,16952,631.17,2023
United Kingdom,17038,630.77,2024
United Kingdom,14920,629.40,2025
United Kingdom,16931,629.40,2025
United Kingdom,16198,629.36,2026
United Kingdom,14283,628.44,2027
United Kingdom,15483,628.39,2028
United Kingdom,16846,628.09,2029
United Kingdom,13480,627.82,2030
United Kingdom,17951,627.54,2031
United Kingdom,14549,627.31,2032
United Kingdom,15996,626.22,2033
United Kingdom,15385,625.20,2034
United Kingdom,14169,624.43,2035
United Kingdom,13405,624.11,2036
United Kingdom,17760,624.09,2037
United Kingdom,15068,623.49,2038
United Kingdom,16345,623.33,2039
United Kingdom,15845,622.78,2040
United Kingdom,14115,622.67,2041
United Kingdom,13573,622.07,2042
United Kingdom,14087,621.80,2043
United Kingdom,16712,621.56,2044
United Kingdom,14924,620.96,2045
United Kingdom,17708,620.85,2046
United Kingdom,17350,619.97,2047
United Kingdom,15956,617.60,2048
United Kingdom,14794,617.04,2049
United Kingdom,16996,616.70,2050
United Kingdom,17360,615.64,2051
United Kingdom,17205,615.27,2052
United Kingdom,14904,615.20,2053
United Kingdom,14382,614.78,2054
United Kingdom,16844,614.34,2055
United Kingdom,14558,614.10,2056
United Kingdom,15797,613.68,2057
United Kingdom,15362,613.08,2058
United Kingdom,12923,612.90,2059
United Kingdom,12855,612.84,2060
United Kingdom,14929,612.81,2061
United Kingdom,15651,612.76,2062
United Kingdom,14657,612.65,2063
United Kingdom,15988,612.06,2064
United Kingdom,16660,611.90,2065
United Kingdom,17209,611.60,2066
United Kingdom,16158,611.32,2067
United Kingdom,15247,611.11,2068
United Kingdom,16922,611.08,2069
United Kingdom,17968,610.69,2070
United Kingdom,13104,610.62,2071
United Kingdom,15243,610.60,2072
United Kingdom,13988,609.84,2073
United Kingdom,13598,609.42,2074
United Kingdom,16675,608.86,2075
United Kingdom,14037,608.75,2076
United Kingdom,15107,608.60,2077
United Kingdom,15587,608.40,2078
United Kingdom,17869,607.98,2079
United Kingdom,13020,606.96,2080
United Kingdom,16781,606.40,2081
United Kingdom,15303,604.76,2082
United Kingdom,17041,604.71,2083
United Kingdom,17270,604.40,2084
United Kingdom,15038,604.37,2085
United Kingdom,14417,604.20,2086
United Kingdom,18058,603.90,2087
United Kingdom,16212,603.37,2088
United Kingdom,18264,603.25,2089
United Kingdom,15639,603.01,2090
United Kingdom,13836,602.52,2091
United Kingdom,17998,601.74,2092
United Kingdom,14254,601.03,2093
United Kingdom,17745,600.34,2094
United Kingdom,16077,600.00,2095
United Kingdom,15730,599.80,2096
United Kingdom,15573,599.73,2097
United Kingdom,14611,599.38,2098
United Kingdom,17845,598.19,2099
United Kingdom,15201,598.06,2100
United Kingdom,17172,597.73,2101
United Kingdom,14170,597.33,2102
United Kingdom,15631,596.67,2103
United Kingdom,13602,596.28,2104
United Kingdom,17176,596.19,2105
United Kingdom,14455,594.86,2106
United Kingdom,13101,594.21,2107
United Kingdom,15929,594.00,2108
United Kingdom,14729,593.89,2109
United Kingdom,13627,593.53,2110
United Kingdom,14746,593.50,2111
United Kingdom,14699,593.47,2112
United Kingdom,15026,592.61,2113
United Kingdom,13472,592.24,2114
United Kingdom,17473,592.15,2115
United Kingdom,17815,591.96,2116
United Kingdom,13513,591.89,2117
United Kingdom,17098,591.07,2118
United Kingdom,18079,590.78,2119
United Kingdom,16121,590.08,2120
United Kingdom,13270,590.00,2121
United Kingdom,17464,589.78,2122
United Kingdom,18173,589.52,2123
United Kingdom,18239,588.75,2124
United Kingdom,14624,588.22,2125
United Kingdom,15191,588.05,2126
United Kingdom,14550,587.69,2127
United Kingdom,15400,586.10,2128
United Kingdom,17773,585.27,2129
United Kingdom,15478,583.56,2130
United Kingdom,16100,582.64,2131
United Kingdom,16802,582.61,2132
United Kingdom,17099,582.17,2133
United Kingdom,15416,580.28,2134
United Kingdom,17193,580.14,2135
United Kingdom,14771,579.92,2136
United Kingdom,14742,579.85,2137
